artist,genres
Macon,['techno']
Mad Max,"['arena rock', 'album rock', 'hard rock']"
Madbeez,[]
Madd,"['arabic rap', 'moroccan pop']"
Madhubanti Bagchi,"['bollywood', 'hindi pop', 'bangla pop']"
Madhupriya,"['telugu pop', 'tollywood']"
Madihu,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Madison Beer,"['alternative pop', 'dance-pop', 'pop', 'singer-songwriter']"
Madison Love,[]
Madman Stan,['pinoy hip hop']
Madonna,"['80s', 'art pop', 'bubblegum pop', 'contemporary r&b', 'country pop', 'dance-pop', 'easy listening', 'edm', 'electronic', 'electronica', 'electropop', 'jazz', 'new wave', 'pop', 'pop rock', 'synth-pop', 'trip hop']"
Madrigal,['turkish pop']
Madumane,"['amapiano', 'gqom', 'afrobeats']"
Maes,['pop urbaine']
Maestro Chives,[]
Magazine,"['vietnamese hip hop', 'v-pop', 'vietnamese lo-fi']"
Magdalena Bay,"['alternative pop', 'electronic', 'neo-psychedelia', 'nuno', 'synth-pop']"
Maggie Rogers,"['folk pop', 'singer-songwriter']"
Magic System,['afro house']
Magixx,"['afrobeats', 'afrobeat', 'afropop', 'afro soul']"
Mahalini,"['indonesian pop', 'malay']"
Mahen,['indonesian pop']
Mahesh Manjrekar,['marathi pop']
Mahmoud El Esseily,"['egyptian pop', 'mahraganat', 'khaleeji']"
Mahmoud El Leithy,"['mahraganat', 'egyptian shaabi', 'egyptian pop', 'khaleeji']"
Mai Hương,['vietnamese bolero']
Mai Ngo,"['v-pop', 'vietnamese hip hop']"
Mai Phuong,[]
Mai Thiên Vân,"['vietnamese bolero', 'bolero']"
Mai Tiến Dũng,"['v-pop', 'vietnamese bolero', 'vietnam indie']"
Maiara & Maraisa,"['sertanejo', 'sertanejo universitário', 'piseiro', 'arrocha']"
Maiki,"['v-pop', 'vietnam indie']"
Mainstreet,"['brazilian trap', 'trap funk', 'trap', 'brazilian hip hop']"
Maisak,['reggaeton']
Maitinhvi,['v-pop']
Maiyarap,"['thai hip hop', 'thai pop', 'thai trap', 't-pop']"
Majestic,"['edm', 'garage', 'garage house', 'house']"
Major Lazer,['moombahton']
Makhindlas SA,['_edit']
Maki,"['opm', 'p-pop', 'harana', 'pinoy indie', 'kundiman', 'pinoy r&b']"
Mako,"['electronic', 'electropop', 'eurobeat', 'house']"
Malachiii,['afro house']
Malandro,[]
Malaysia Vasudevan,"['tamil pop', 'tamil dance', 'kollywood']"
Malibu,"['ambient', 'drone']"
Malle Anja,"['schlagerparty', 'schlager']"
Malte Ebert,[]
Maluma,"['reggaeton', 'latin', 'urbano latino']"
Malvi Sundaresan,"['kollywood', 'tamil pop']"
Mambo Kingz,"['reggaeton', 'trap latino']"
Man Keedal,"['fixme or cleanup', 'special purpose', 'special purpose artist', 'unknown']"
Manal,"['moroccan pop', 'arabic rap', 'raï', 'khaleeji']"
Manan Bhardwaj,"['hindi pop', 'desi pop']"
Mangli,"['telugu pop', 'tollywood']"
Manisha Sharma,['haryanvi pop']
Mankirt Aulakh,"['bhangra', 'punjabi pop', 'punjabi hip hop']"
Manni Sandhu,"['bhangra', 'punjabi pop', 'punjabi hip hop', 'desi', 'desi hip hop']"
Manny Flaco,['tejano']
Manoj Muntashir,"['bhajan', 'hindi pop', 'bollywood', 'devotional']"
Mansheel Gujral,"['hindi pop', 'bollywood']"
Manuel Carrasco,"['flamenco', 'flamenco pop']"
Manuel Medrano,['colombian pop']
Manuel Turizo,"['reggaeton', 'latin', 'colombian pop']"
Maoli,"['nz reggae', 'reggae']"
Marbelle,"['ranchera', 'popular colombian music', 'colombian pop']"
Marc Korn,['slap house']
Marc Seguí,[]
Marcelo & Rayane,['forró']
Marcianeke,"['reggaeton chileno', 'chilean trap', 'chilean mambo', 'mambo', 'guaracha', 'rkt', 'turreo']"
Marco Schuitmaker,['nederpop']
Marcus,[]
Marcynho Sensação,"['piseiro', 'forró', 'arrocha', 'sertanejo', 'brega']"
Mareux,['darkwave']
Mari Fernandez,"['piseiro', 'sertanejo', 'forró', 'arrocha', 'agronejo', 'sertanejo universitário']"
Maria Becerra,['argentine trap']
Maria Mena,['norwegian pop']
Maria Petra,['norwegian pop']
Mariah the Scientist,['alternative r&b']
Mariana Nolasco,"['mpb', 'nova mpb', 'brazilian pop']"
Mariana Volker,"['nova mpb', 'mpb']"
Marina Satti,"['entehno', 'laïko']"
Marina Sena,"['brazilian pop', 'nova mpb']"
Marina Spanou,"['entehno', 'laïko']"
Marine,"['variété française', 'chanson']"
Mario G klau,"['lagu timur', 'indonesian pop', 'malay', 'maluku']"
Mariza Rizou,"['entehno', 'laïko']"
Mark Ambor,[]
Mark Eliyahu,[]
Marlykid,"['vietnamese hip hop', 'v-pop', 'sexy drill']"
Marnik,['big room']
Maroon 5,['pop']
Marracash,['italian trap']
Marrk Martinez,"['2010s', '2020s', 'alternative pop', 'art pop', 'creepy pop', 'dark pop', 'emo pop', 'indie pop']"
Marseaux,['laïko']
Marshmello,['edm']
Marta Santos,"['flamenco', 'flamenco pop', 'flamenco urbano']"
Martin Garrix,"['edm', 'electronica', 'progressive house']"
Marvvila,"['pagode', 'samba']"
Marwan Moussa,"['egyptian hip hop', 'arabic rap', 'egyptian pop', 'mahraganat']"
Marwan Pablo,"['egyptian hip hop', 'arabic rap', 'egyptian pop', 'mahraganat', 'khaleeji']"
Marz23,"['chinese hip hop', 'chinese r&b', 'mandopop', 'taiwanese pop', 'taiwanese indie', 'c-pop', 'chinese indie']"
Marília Mendonça,"['sertanejo', 'sertanejo universitário', 'arrocha', 'forró']"
Mas Musiq,"['amapiano', 'gqom']"
Masdddho,"['lagu jawa', 'dangdut', 'funkot']"
Masego,"['jazz', 'neo soul', 'trap']"
Masew,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie']"
Mashudu,"['amapiano', 'gqom']"
Mason Nguyen,"['vietnamese hip hop', 'v-pop']"
Masoom Sharma,['haryanvi pop']
Massaka,['turkish hip hop']
Master KG,"['amapiano', 'gqom', 'afrobeats']"
Mata,['rap']
Matheus & Kauan,"['sertanejo', 'sertanejo universitário', 'arrocha', 'agronejo']"
Matheus Fernandes,"['piseiro', 'sertanejo', 'pagode', 'forró', 'arrocha', 'sertanejo universitário']"
Matias Damásio,"['kizomba', 'zouk', 'kuduro']"
Matt Maltese,"['alternative rock', 'chamber pop', 'indie rock', 'singer-songwriter']"
Matt Sassari,['tech house']
Mattafix,"['hip hop', 'pop rock', 'reggae fusion', 'world music', 'electronic', 'dancehall']"
Matthias Reim,"['schlager', 'schlagerparty', 'neue deutsche welle', 'german pop']"
Mattyeux,[]
Matuê,"['brazilian trap', 'trap', 'brazilian hip hop', 'trap funk']"
Maureen,"['dancehall', 'zouk']"
Maurice Marsipano,['lullaby']
Mav-d,[]
Maverick City Music,"['worship', 'gospel', 'christian']"
Maverick Sabre,[]
Mavi Gri,['turkish pop']
Mavins,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'hiplife']"
Mavzer Tabancas,"['turkish pop', 'arabesk']"
Mawar de Jongh,['indonesian pop']
Mawelele,"['afropop', 'afro soul', 'amapiano']"
Max Benderz,"['vietnamese hip hop', 'v-pop']"
Max Korzh,[]
Maxim K.I.Z,['hip hop']
Mayberg,"['german pop', 'neue deutsche welle']"
Mayday,"['mandopop', 'taiwanese pop', 'c-pop', 'chinese rock']"
Mayorkun,"['afrobeats', 'afrobeat', 'afropop', 'hiplife', 'afroswing', 'azonto']"
Mc Artisan,"['arabic rap', 'raï']"
Mc Brinquedo,"['funk', 'funk consciente', 'trap funk', 'brazilian funk']"
Mc Danny,"['piseiro', 'brega funk', 'brega', 'forró', 'funk']"
Mc Debby,['funk carioca']
Mc Gw,"['phonk', 'funk', 'brazilian funk', 'funk carioca']"
Mc Kako,"['funk consciente', 'funk', 'trap funk']"
Mc Kitinho,"['funk', 'brazilian funk']"
Mc Laranjinha,"['funk de bh', 'funk', 'brega funk', 'funk consciente', 'brazilian funk']"
Mc Leozin,"['funk de bh', 'funk', 'brazilian funk']"
Mc Livinho,"['funk', 'brazilian funk', 'funk carioca']"
Mc Magal,"['funk consciente', 'funk', 'trap funk']"
Mc Menor DN,"['funk de bh', 'funk']"
Mc Paiva ZS,"['funk', 'funk consciente', 'trap funk', 'brazilian funk', 'funk carioca']"
Mc Poze do Rodo,"['brazilian trap', 'trap funk', 'trap', 'brazilian hip hop', 'funk', 'brazilian funk', 'funk consciente']"
Mc Pretchako,"['funk de bh', 'funk', 'brazilian funk']"
Mc Rodrigo do CN,"['funk de bh', 'funk', 'funk carioca', 'brazilian funk']"
Mc Talibã,"['funk', 'funk de bh', 'brazilian funk']"
Mc Th,"['funk', 'funk carioca', 'brazilian funk']"
McTee,[]
Mcee Blue,"['vietnamese hip hop', 'v-pop']"
Mcredit,"['vietnamese hip hop', 'v-pop']"
MeMe Media,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
Meek Mill,['rap']
Meetu Solanki,['punk']
MegaShock,"['vietnamese hip hop', 'v-pop']"
Megan Moroney,['country']
Megan Thee Stallion,"['english', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Meghan Trainor,"['2010s', 'blue-eyed soul', 'doo-wop', 'music for soccer moms', 'pop', 'soul']"
Mehar Vaani,"['punjabi pop', 'bhangra', 'punjabi hip hop']"
Meiska,['indonesian pop']
Mel G,[]
Melike Şahin,"['turkish pop', 'arabesk']"
Melissa Horn,['swedish ballads']
Mellow & Sleazy,"['amapiano', 'gqom']"
Memphis Cult,"['phonk', 'memphis rap', 'drift phonk']"
Menor MC,"['brazilian trap', 'trap funk', 'funk', 'trap']"
Mentissa,"['french pop', 'variété française', 'chanson']"
Mert Demir,"['turkish pop', 'arabesk']"
Merve Özbey,"['turkish pop', 'arabesk', 't-pop']"
Mesita,[]
MetaPlay,"['vinahouse', 'v-pop']"
Metro Boomin,"['hip hop', 'trap']"
Mew Amazing,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Mi Banda El Mexicano,"['cumbia', 'banda', 'grupera', 'cumbia norteña', 'duranguense', 'cumbia sonidera']"
Mi Casa,"['afro house', 'afro soul']"
MiQ,"['v-pop', 'vietnam indie']"
Mia Julia,"['schlager', 'schlagerparty']"
Miach,[]
Michael Marcagi,"['folk', 'alternative rock', 'americana']"
Midix,['hyperpop']
Miggy Dela Rosa,[]
Mighfar Suganda,['indonesian indie']
Migos,['trap']
Migrant,[]
MiiNa,"['v-pop', 'vietnamese lo-fi']"
Mike WiLL Made-It,['hip hop']
Mikeezy,['vietnamese hip hop']
Mikelodic,"['vietnamese hip hop', 'v-pop']"
Mikey Mayz,['nz reggae']
Miko Lan Trinh,['v-pop']
Miksu / Macloud,['german hip hop']
Milano,['german hip hop']
Miley Cyrus,"['2010s', 'contemporary r&b', 'dance-pop', 'electropop', 'nepo baby', 'pop', 'pop rock', 'power pop', 'queer', 'rock', 'teen pop']"
MilleniumKid,['neue deutsche welle']
Milli Hughes,"['classic pop and rock', 'dance-pop', 'pop', 'r&b']"
Milo j,['argentine trap']
Milton Katims,['classical']
Mimetals,"['vietnam indie', 'v-pop']"
Mina Young,"['v-pop', 'vietnamese hip hop']"
Minchu,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
Minh AK,['vinahouse']
Minh Cà Ri,"['vietnam indie', 'v-pop', 'vietnamese lo-fi']"
Minh Flute,[]
Minh Hang,['v-pop']
Minh Huy,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']"
Minh Lai,"['vietnamese hip hop', 'v-pop']"
Minh Phương,"['v-pop', 'vinahouse', 'vietnamese bolero']"
Minh Thuận,"['v-pop', 'vietnamese bolero']"
Minh Tuyết,"['vietnamese bolero', 'v-pop', 'bolero', 'vinahouse']"
Minh Tốc & Lam,"['vietnam indie', 'v-pop']"
Minh Vương M4U,"['v-pop', 'vinahouse', 'vietnamese bolero']"
Minh Wise,['vinahouse']
MinhLai,"['vietnamese hip hop', 'v-pop']"
MiniC,[]
Mino,['psytrance']
Minsicko,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
Minstu,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Miracle Of Sound,"['sea shanties', 'pirate metal', 'medieval']"
Miracle Tones,[]
Miranda,"['electropop', 'pop', 'synthpop', 'techno']"
Mirella,"['finnish pop', 'finnish hip hop', 'iskelmä']"
Miriam Bryant,[]
Mirrr,"['thai pop', 't-pop', 'thai indie pop', 'thai hip hop']"
Misa Bee,"['adult contemporary', 'baroque pop', 'blue-eyed soul', 'british', 'classic pop and rock', 'dance', 'disco', 'pop', 'pop rock', 'psychedelic pop', 'rock', 'soft rock']"
Misellia,['indonesian pop']
Misha Miller,[]
Misha Xramovi,"['hip hop', 'reggae']"
Mismatched - Cast,"['indian indie', 'hindi indie', 'ghazal', 'hindi pop']"
Misthy,['v-pop']
Mithoon,"['bollywood', 'hindi pop', 'desi']"
Mitraz,"['indian indie', 'hindi indie', 'desi pop', 'desi', 'hindi pop']"
Mitski,"['2010s', '2020s', 'alternative rock', 'garage rock', 'indie', 'indie rock', 'rock', 'singer-songwriter']"
Miu Lê,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']"
MixSingh,['punjabi pop']
Mixer,"['taiwanese indie', 'chinese indie', 'taiwanese pop', 'chinese rock', 'mandopop']"
MiyaGi,[]
Miyagi & Andy Panda,[]
Mizzle,"['alté', 'afrobeats', 'afro soul', 'afrobeat', 'afropop']"
Mlee,['v-pop']
Mneshmane Blr,['gqom']
Mocci,"['moroccan pop', 'raï', 'arabic rap']"
Mohamed Fouad,"['egyptian pop', 'khaleeji']"
Mohamed Hamaki,"['egyptian pop', 'khaleeji', 'mahraganat']"
Mohamed Mounir,"['egyptian pop', 'khaleeji', 'mahraganat']"
Mohamed Osama,"['egyptian pop', 'khaleeji', 'mahraganat']"
Mohamed Ramadan,"['mahraganat', 'egyptian pop', 'khaleeji', 'arabic rap', 'moroccan pop']"
Mohammad Faiz,['hindi pop']
Mohammed Irfan,"['hindi pop', 'bollywood']"
Mohammed Saeed,"['egyptian pop', 'khaleeji', 'arabic rap', 'egyptian hip hop', 'mahraganat']"
Mohbad,"['afro adura', 'afrobeats', 'afrobeat', 'afropop', 'amapiano']"
Moi DJ,"['vinahouse', 'v-pop']"
Moira Dela Torre,"['opm', 'p-pop', 'harana', 'kundiman', 'pinoy indie']"
Moji x Sboy,[]
Molly Sandén,[]
Molotof,"['egyptian hip hop', 'arabic rap', 'mahraganat', 'egyptian pop']"
Momina Mustehsan,"['sufi', 'desi', 'qawwali', 'bollywood']"
MonStars ID,[]
Monaky,"['alté', 'afro adura', 'afrobeat', 'afrobeats']"
Monali Thakur,"['bollywood', 'desi', 'hindi pop', 'bangla pop']"
Moncho Chavea,"['flamenco', 'flamenco urbano', 'flamenco pop']"
Mondello'G,['techno']
Monet192,['german hip hop']
Monetochka,[]
Money Man,[]
Monk,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
Monocloud,"['lo-fi', 'jazz beats', 'lo-fi beats']"
Monogem,['latin indie']
Monogram,['soundtrack']
Monoman,[]
Monotape,"['v-pop', 'vinahouse']"
Mons,"['v-pop', 'vietnam indie']"
Monsieur Periné,"['colombian pop', 'latin alternative', 'guaracha', 'latin indie', 'latin folk']"
Monstar,"['v-pop', 'vietnam indie']"
Monstar Colorbar,['hip hop']
Monstar Ragz,['latin hip hop']
Monstar361,['turkish hip hop']
Montell Fish,"['contemporary r&b', 'hip hop']"
Montez,"['german pop', 'german hip hop']"
Moonica Mac,['swedish ballads']
Mora,"['urbano latino', 'reggaeton', 'trap latino']"
Morad,['drill']
Morat,"['colombian pop', 'latin pop']"
Morgan Wallen,['country']
Moro,"['arabic rap', 'raï', 'moroccan pop']"
Morpheuz,['german hip hop']
Morray,['trap']
Moscow,"['egyptian hip hop', 'arabic rap', 'mahraganat', 'egyptian pop']"
Moses Bliss,"['african gospel', 'gospel', 'worship']"
Mother Mother,"['indie', 'indie pop', 'indie rock', 'nuno', 'pop', 'pop rock', 'rock']"
Mounika.,['lo-fi beats']
Mountain Crew,"['schlagerparty', 'schlager']"
Mousv,"['egyptian hip hop', 'arabic rap', 'mahraganat']"
Moya Mishel,"['celtic', 'folk', 'irish', 'singer', 'vocalist']"
Mpura,"['amapiano', 'gqom']"
Mr Eazi,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'afroswing', 'hiplife', 'dancehall']"
Mr Lambo,[]
Mr Pilato,"['amapiano', 'gqom']"
Mr Shyn,"['vietnamese hip hop', 'v-pop']"
Mr. T,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']"
Mr.A,"['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']"
Mr.Siro,"['v-pop', 'vinahouse']"
Mrs. GREEN APPLE,"['j-pop', 'anime', 'j-rock']"
Msaki,"['afro soul', 'amapiano', 'afro house', 'afropop', 'gqom']"
Mthandeni,['traditional music']
Mthunzi,"['amapiano', 'afro soul', 'afropop', 'gqom']"
Mudi,['german hip hop']
Mufasa,[]
Mufasa & Hypeman,[]
Mujeva,[]
Mumuzinho,"['pagode', 'samba']"
Muni Long,['contemporary r&b']
Murilo Huff,"['sertanejo', 'sertanejo universitário', 'arrocha', 'agronejo']"
Muroki,['nz reggae']
Musa Keys,"['amapiano', 'gqom']"
Musarrat Nazir,"['ghazal', 'qawwali']"
Musketeers,"['thai pop', 'thai rock', 't-pop']"
Muslim,"['arabic rap', 'moroccan pop', 'raï', 'khaleeji']"
Muslim - مُسلِم,"['egyptian pop', 'khaleeji', 'mahraganat']"
Mustafa Zahid,"['bollywood', 'hindi pop']"
Muti,"['turkish hip hop', 'turkish pop']"
Muyeez,"['afro adura', 'afrobeat', 'afrobeats']"
Muộii,"['v-pop', 'vietnamese lo-fi']"
Muộii (Starry Night),"['vietnamese hip hop', 'v-pop']"
Mvelost,"['amapiano', 'gqom']"
Mxrci,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi hip hop']"
My Anh,"['v-pop', 'vietnam indie']"
Myke Towers,"['reggaeton', 'trap latino', 'urbano latino']"
Myles Smith,"['folk pop', 'stomp and holler']"
MyoMouse,[]
Myra Trần,"['v-pop', 'vietnam indie']"
Myztro,"['amapiano', 'gqom']"
Mây Bae,"['v-pop', 'vietnamese hip hop']"
Mãolee,"['brazilian hip hop', 'brazilian trap', 'boom bap']"
Måneskin,"['alternative rock', 'funk rock', 'hard rock', 'pop rock', 'rock', 'rock and roll']"
Mùa Nhạc Cũ,"['vietnamese lo-fi', 'v-pop']"
Męskie Granie Orkiestra,[]
Młodypago,[]
Mạc Mai Sương,"['vietnam indie', 'v-pop']"
Mạnh Quỳnh,"['vietnamese bolero', 'bolero']"
Mạnh Đồng,"['vietnamese bolero', 'bolero']"
Mỹ Linh,"['v-pop', 'vietnamese bolero']"
Mỹ Mỹ,"['v-pop', 'vietnamese hip hop']"
Mỹ Tâm,"['v-pop', 'vietnamese bolero', 'vietnam indie']"
N.T.B,['v-pop']
NACTRIX,['big room']
NAKI,"['malay', 'malay pop']"
NAMVEE,"['v-pop', 'vietnamese hip hop']"
NANON,"['t-pop', 'thai pop']"
NAOMI,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
NATTAN,"['piseiro', 'forró', 'arrocha', 'sertanejo', 'seresta', 'brega']"
NATTI NATASHA,"['reggaeton', 'latin', 'urbano latino']"
NAV,['melodic rap']
NAhy,[]
NB3 Hoài Bảo,"['vietnamese lo-fi', 'vinahouse', 'v-pop', 'lo-fi']"
NBSPLV,"['synthpop', 'phonk']"
NCT DREAM,['k-pop']
NDX A.K.A.,"['lagu jawa', 'dangdut', 'funkot']"
NEEKA,[]
NEMIGA,[]
NESS,['german pop']
NEWLIGHTCHILD,"['hip hop', 'trap']"
NH4T Media Music,"['vinahouse', 'v-pop']"
NH4T Remix,"['vinahouse', 'v-pop']"
NHA,"['vietnamese hip hop', 'vietnam indie', 'v-pop', 'vietnamese lo-fi']"
NICKTHEREAL,"['chinese hip hop', 'chinese r&b', 'mandopop', 'taiwanese pop', 'c-pop']"
NICKY,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
NIKI,"['alternative r&b', 'electropop', 'pop rock']"
NIKOŚ,"['cretan', 'cretan folk', 'greek', 'greek folk', 'éntekhno']"
NILETTO,[]
NJ Nindaniya,['haryanvi pop']
NLE Choppa,"['gangsta rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'southern hip hop', 'trap']"
NOBITA,"['opm', 'harana', 'kundiman', 'p-pop', 'pinoy indie']"
NONT TANONT,"['thai pop', 't-pop']"
NOREH,[]
NOTION,"['bassline', 'bass house', 'drum and bass', 'uk garage']"
NQP,"['vietnamese hip hop', 'v-pop']"
NSND Bach Tuyet,"['v-pop', 'vietnamese bolero']"
NSND Hữu Quốc,['v-pop']
NSND Thu Huyền,['v-pop']
NVM,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Nabila Taqiyyah,"['indonesian pop', 'malay']"
Nadeera,"['malay', 'malay pop', 'malaysian pop']"
Nadhif Basalamah,"['malay', 'indonesian pop']"
Nadin Amizah,"['indonesian indie', 'indonesian pop']"
Naeleck,['electro house']
Nafeesisboujee,[]
Nagalli,"['brazilian trap', 'trap', 'trap funk', 'brazilian hip hop']"
Nah,['vietnamese hip hop']
Naim Daniel,"['malay', 'malay pop', 'malaysian pop', 'malay rap']"
Naira Marley,"['afrobeats', 'afrobeat', 'afroswing', 'afropop', 'amapiano', 'azonto']"
Najm,['moroccan pop']
Nam Cocain,['vietnamese hip hop']
Nam Hương,[]
NamKun,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
NamLee,"['vietnamese hip hop', 'vietnamese lo-fi', 'v-pop', 'vietnam indie']"
Namleday,[]
Nancy Franck,"['schlagerparty', 'schlager']"
Nandipha808,"['amapiano', 'gqom']"
Nanpa Básico,"['mexican hip hop', 'latin hip hop']"
Naomi,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Naomi Raine,"['worship', 'gospel', 'christian']"
Naps,"['pop urbaine', 'chicha']"
Narco,['turkish hip hop']
Nasboi,"['afrobeats', 'afrobeat', 'afropop']"
Naseebo Lal,"['sufi', 'qawwali', 'bhangra', 'desi', 'ghazal']"
Nasser UK,"['drum and bass', 'uk garage', 'bassline']"
Nastia Rod,['mizrahi']
Nasty C,"['afropop', 'afrobeats']"
Natanael Cano,"['corridos tumbados', 'corrido', 'corridos bélicos', 'sad sierreño', 'electro corridos', 'sierreño', 'música mexicana', 'banda']"
Natania Karin,"['malay', 'indonesian indie']"
Natanzinho Lima,"['seresta', 'arrocha', 'forró', 'brega', 'piseiro', 'sertanejo']"
Natasja,"['dancehall', 'danish', 'reggae', 'reggae fusion']"
Nate Smith,['country']
Nateman,"['pinoy hip hop', 'pinoy r&b', 'opm']"
Nathan Goshen,['mizrahi']
Nathaniel Bassey,"['african gospel', 'gospel', 'worship']"
Natiruts,"['reggae', 'mpb', 'roots reggae']"
Natra,[]
Natura Ferox,[]
Nature Of Sweden,"['special purpose', 'special purpose artist']"
Naturelle,[]
Nau,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']"
Navai,[]
Naveen Madhav,"['tamil dance', 'tamil pop', 'kannada pop', 'kollywood', 'tollywood', 'telugu pop']"
Nawal,"['mahraganat', 'egyptian pop', 'khaleeji']"
Naza,['pop urbaine']
Ndotz,[]
Neeraj Shridhar,"['bollywood', 'desi', 'hindi pop']"
Neeti Mohan,"['bollywood', 'hindi pop', 'desi']"
Negav,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
Neha Kakkar,"['bollywood', 'hindi pop', 'desi', 'desi pop', 'gujarati garba']"
Neko Lê,"['v-pop', 'vinahouse', 'vietnamese lo-fi', 'vietnamese hip hop']"
Nemzzz,"['uk drill', 'drill']"
Nenita,[]
Neoni,['pop rock']
Neptunica,['slap house']
Nerd Connection,"['k-ballad', 'k-rock']"
Nerissima Serpe,['italian trap']
Ness,[]
Nessa Barrett,"['alternative pop', 'emo', 'singer-songwriter']"
Neton Vega,"['corrido', 'corridos tumbados', 'corridos bélicos', 'electro corridos']"
Netta,"['dance', 'electropop', 'pop']"
Nevatrash,['v-pop']
Never Dull,"['disco house', 'funky house', 'lo-fi house', 'nu disco']"
New Media,"['vinahouse', 'vietnamese lo-fi']"
New West,[]
New$oulZ,"['vietnamese lo-fi', 'vietnamese hip hop']"
NewJeans,['k-pop']
NewL,"['v-pop', 'vietnamese hip hop']"
Newery,"['t-pop', 'thai pop']"
Ney,[]
Ngan Doai,['traditional music']
Ngan Ha,[]
Nghia,[]
Ngozi_SA,"['psychedelic rock', 'zamrock']"
Nguyen Huong Ly,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
Nguyen Loi,[]
Nguyen T.P,"['male vocalist', 'pop', 'v-pop', 'vietnamese']"
Nguyen Van Chung,"['v-pop', 'vietnamese bolero', 'vinahouse']"
Nguyên,"['v-pop', 'vinahouse', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']"
Nguyên Hà,"['v-pop', 'vietnam indie']"
Nguyên Thảo,['v-pop']
Nguyễn Bùi Vũ Hoàng,[]
Nguyễn Công Đạt,[]
Nguyễn Duy,[]
Nguyễn Hoàng,['vinahouse']
Nguyễn Hưng,"['vietnamese bolero', 'v-pop', 'bolero', 'cha cha cha']"
Nguyễn Hải Phong,"['v-pop', 'vietnamese lo-fi']"
Nguyễn Hồng Giang,"['vietnamese hip hop', 'v-pop']"
Nguyễn Hồng Thuận,"['v-pop', 'vinahouse']"
Nguyễn Kiều Oanh,['v-pop']
Nguyễn Lữ Khoa,[]
Nguyễn Minh Cường,['v-pop']
Nguyễn Ngọc Thiện,[]
Nguyễn Phúc Hậu,"['v-pop', 'vietnamese lo-fi']"
Nguyễn Phúc Thiện,['v-pop']
Nguyễn Thành Viên,"['vietnamese bolero', 'vietnamese lo-fi', 'bolero']"
Nguyễn Trần Trung Quân,"['v-pop', 'vinahouse']"
Nguyễn Đình Dũng,['v-pop']
Nguyễn Đình Tuấn Dũng,['v-pop']
Nguyễn Đình Vũ,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
Nguyệt Anh,['vietnamese bolero']
Ngân Hà,[]
Ngô Anh Đạt,"['vietnamese lo-fi', 'vinahouse', 'v-pop', 'lo-fi']"
Ngô Kiến Huy,"['v-pop', 'vinahouse']"
Ngô Lan Hương,"['v-pop', 'vinahouse', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']"
Ngô Thụy Miên,[]
Ngơ,"['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']"
Người cũ,[]
Ngắn,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
Ngọc Anh,"['vietnamese bolero', 'v-pop', 'traditional music', 'bolero']"
Ngọc Dolil,"['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vinahouse']"
Ngọc Haleyy,"['ballad', 'pop']"
Ngọc Huệ,"['v-pop', 'vietnamese bolero']"
Ngọc Hạ,"['vietnamese bolero', 'bolero']"
Ngọc Kara,"['v-pop', 'vinahouse']"
Ngọc Kayla,['vinahouse']
Ngọc Linh,['v-pop']
Ngọc Linh Singer,[]
Ngọc Mai,['v-pop']
Ngọc Minh,"['vietnamese bolero', 'bolero']"
Ngọc Ngữ,"['vietnamese bolero', 'bolero']"
Ngọc Phước,"['v-pop', 'vietnam indie']"
Ngọc Phạm,"['electronic', 'polish']"
Ngọc Sơn,"['vietnamese bolero', 'bolero', 'vinahouse', 'v-pop']"
Ngọc Thanh Tâm,['v-pop']
Ngọc Ánh,['v-pop']
Ngọc Đợi,[]
